"raceId","year","round","circuitId","name","date","time","tz","circuitname","location","country","pdt","tz.dat","dt","hr","loc.hr","loc.mins","loc.hrmin","continent"
483,1981,1,43,"United States Grand Prix West",1981-03-15,"\N",,"Long Beach","California","USA",,,,,,,,"Americas"
484,1981,2,36,"Brazilian Grand Prix",1981-03-29,"\N",,"Autódromo Internacional Nelson Piquet","Rio de Janeiro","Brazil",,,,,,,,"Americas"
485,1981,3,25,"Argentine Grand Prix",1981-04-12,"\N",,"Autódromo Juan y Oscar Gálvez","Buenos Aires","Argentina",,,,,,,,"Americas"
486,1981,4,21,"San Marino Grand Prix",1981-05-03,"\N","Europe/Rome","Autodromo Enzo e Dino Ferrari","Imola","Italy",,,,,,,,"Europe"
487,1981,5,40,"Belgian Grand Prix",1981-05-17,"\N",,"Zolder","Heusden-Zolder","Belgium",,,,,,,,"Europe"
488,1981,6,6,"Monaco Grand Prix",1981-05-31,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
489,1981,7,45,"Spanish Grand Prix",1981-06-21,"\N",,"Jarama","Madrid","Spain",,,,,,,,"Europe"
490,1981,8,41,"French Grand Prix",1981-07-05,"\N",,"Dijon-Prenois","Dijon","France",,,,,,,,"Europe"
491,1981,9,9,"British Grand Prix",1981-07-18,"\N","Europe/London","Silverstone Circuit","Silverstone","UK",,,,,,,,"Europe"
492,1981,10,10,"German Grand Prix",1981-08-02,"\N","Europe/Berlin","Hockenheimring","Hockenheim","Germany",,,,,,,,"Europe"
493,1981,11,23,"Austrian Grand Prix",1981-08-16,"\N",,"A1-Ring","Spielberg","Austria",,,,,,,,"Europe"
494,1981,12,39,"Dutch Grand Prix",1981-08-30,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
495,1981,13,14,"Italian Grand Prix",1981-09-13,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
496,1981,14,7,"Canadian Grand Prix",1981-09-27,"\N","America/Montreal","Circuit Gilles Villeneuve","Montreal","Canada",,,,,,,,"Americas"
497,1981,15,44,"Caesars Palace Grand Prix",1981-10-17,"\N",,"Las Vegas Street Circuit","Nevada","USA",,,,,,,,"Americas"
498,1980,1,25,"Argentine Grand Prix",1980-01-13,"\N",,"Autódromo Juan y Oscar Gálvez","Buenos Aires","Argentina",,,,,,,,"Americas"
499,1980,2,18,"Brazilian Grand Prix",1980-01-27,"\N","America/Sao_Paulo","Autódromo José Carlos Pace","São Paulo","Brazil",,,,,,,,"Americas"
500,1980,3,30,"South African Grand Prix",1980-03-01,"\N",,"Kyalami","Midrand","South Africa",,,,,,,,"Africa"
501,1980,4,43,"United States Grand Prix West",1980-03-30,"\N",,"Long Beach","California","USA",,,,,,,,"Americas"
502,1980,5,40,"Belgian Grand Prix",1980-05-04,"\N",,"Zolder","Heusden-Zolder","Belgium",,,,,,,,"Europe"
503,1980,6,6,"Monaco Grand Prix",1980-05-18,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
504,1980,7,34,"French Grand Prix",1980-06-29,"\N","Europe/Paris","Circuit Paul Ricard","Le Castellet","France",,,,,,,,"Europe"
505,1980,8,38,"British Grand Prix",1980-07-13,"\N",,"Brands Hatch","Kent","UK",,,,,,,,"Europe"
506,1980,9,10,"German Grand Prix",1980-08-10,"\N","Europe/Berlin","Hockenheimring","Hockenheim","Germany",,,,,,,,"Europe"
507,1980,10,23,"Austrian Grand Prix",1980-08-17,"\N",,"A1-Ring","Spielberg","Austria",,,,,,,,"Europe"
508,1980,11,39,"Dutch Grand Prix",1980-08-31,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
509,1980,12,21,"Italian Grand Prix",1980-09-14,"\N","Europe/Rome","Autodromo Enzo e Dino Ferrari","Imola","Italy",,,,,,,,"Europe"
510,1980,13,7,"Canadian Grand Prix",1980-09-28,"\N","America/Montreal","Circuit Gilles Villeneuve","Montreal","Canada",,,,,,,,"Americas"
511,1980,14,46,"United States Grand Prix",1980-10-05,"\N",,"Watkins Glen","New York State","USA",,,,,,,,"Americas"
512,1979,1,25,"Argentine Grand Prix",1979-01-21,"\N",,"Autódromo Juan y Oscar Gálvez","Buenos Aires","Argentina",,,,,,,,"Americas"
513,1979,2,18,"Brazilian Grand Prix",1979-02-04,"\N","America/Sao_Paulo","Autódromo José Carlos Pace","São Paulo","Brazil",,,,,,,,"Americas"
514,1979,3,30,"South African Grand Prix",1979-03-03,"\N",,"Kyalami","Midrand","South Africa",,,,,,,,"Africa"
515,1979,4,43,"United States Grand Prix West",1979-04-08,"\N",,"Long Beach","California","USA",,,,,,,,"Americas"
516,1979,5,45,"Spanish Grand Prix",1979-04-29,"\N",,"Jarama","Madrid","Spain",,,,,,,,"Europe"
517,1979,6,40,"Belgian Grand Prix",1979-05-13,"\N",,"Zolder","Heusden-Zolder","Belgium",,,,,,,,"Europe"
518,1979,7,6,"Monaco Grand Prix",1979-05-27,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
519,1979,8,41,"French Grand Prix",1979-07-01,"\N",,"Dijon-Prenois","Dijon","France",,,,,,,,"Europe"
520,1979,9,9,"British Grand Prix",1979-07-14,"\N","Europe/London","Silverstone Circuit","Silverstone","UK",,,,,,,,"Europe"
521,1979,10,10,"German Grand Prix",1979-07-29,"\N","Europe/Berlin","Hockenheimring","Hockenheim","Germany",,,,,,,,"Europe"
522,1979,11,23,"Austrian Grand Prix",1979-08-12,"\N",,"A1-Ring","Spielberg","Austria",,,,,,,,"Europe"
523,1979,12,39,"Dutch Grand Prix",1979-08-26,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
524,1979,13,14,"Italian Grand Prix",1979-09-09,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
525,1979,14,7,"Canadian Grand Prix",1979-09-30,"\N","America/Montreal","Circuit Gilles Villeneuve","Montreal","Canada",,,,,,,,"Americas"
526,1979,15,46,"United States Grand Prix",1979-10-07,"\N",,"Watkins Glen","New York State","USA",,,,,,,,"Americas"
527,1978,1,25,"Argentine Grand Prix",1978-01-15,"\N",,"Autódromo Juan y Oscar Gálvez","Buenos Aires","Argentina",,,,,,,,"Americas"
528,1978,2,36,"Brazilian Grand Prix",1978-01-29,"\N",,"Autódromo Internacional Nelson Piquet","Rio de Janeiro","Brazil",,,,,,,,"Americas"
529,1978,3,30,"South African Grand Prix",1978-03-04,"\N",,"Kyalami","Midrand","South Africa",,,,,,,,"Africa"
530,1978,4,43,"United States Grand Prix West",1978-04-02,"\N",,"Long Beach","California","USA",,,,,,,,"Americas"
531,1978,5,6,"Monaco Grand Prix",1978-05-07,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
532,1978,6,40,"Belgian Grand Prix",1978-05-21,"\N",,"Zolder","Heusden-Zolder","Belgium",,,,,,,,"Europe"
533,1978,7,45,"Spanish Grand Prix",1978-06-04,"\N",,"Jarama","Madrid","Spain",,,,,,,,"Europe"
534,1978,8,47,"Swedish Grand Prix",1978-06-17,"\N",,"Scandinavian Raceway","Anderstorp","Sweden",,,,,,,,"Europe"
535,1978,9,34,"French Grand Prix",1978-07-02,"\N","Europe/Paris","Circuit Paul Ricard","Le Castellet","France",,,,,,,,"Europe"
536,1978,10,38,"British Grand Prix",1978-07-16,"\N",,"Brands Hatch","Kent","UK",,,,,,,,"Europe"
537,1978,11,10,"German Grand Prix",1978-07-30,"\N","Europe/Berlin","Hockenheimring","Hockenheim","Germany",,,,,,,,"Europe"
538,1978,12,23,"Austrian Grand Prix",1978-08-13,"\N",,"A1-Ring","Spielberg","Austria",,,,,,,,"Europe"
539,1978,13,39,"Dutch Grand Prix",1978-08-27,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
540,1978,14,14,"Italian Grand Prix",1978-09-10,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
541,1978,15,46,"United States Grand Prix",1978-10-01,"\N",,"Watkins Glen","New York State","USA",,,,,,,,"Americas"
542,1978,16,7,"Canadian Grand Prix",1978-10-08,"\N","America/Montreal","Circuit Gilles Villeneuve","Montreal","Canada",,,,,,,,"Americas"
543,1977,1,25,"Argentine Grand Prix",1977-01-09,"\N",,"Autódromo Juan y Oscar Gálvez","Buenos Aires","Argentina",,,,,,,,"Americas"
544,1977,2,18,"Brazilian Grand Prix",1977-01-23,"\N","America/Sao_Paulo","Autódromo José Carlos Pace","São Paulo","Brazil",,,,,,,,"Americas"
545,1977,3,30,"South African Grand Prix",1977-03-05,"\N",,"Kyalami","Midrand","South Africa",,,,,,,,"Africa"
546,1977,4,43,"United States Grand Prix West",1977-04-03,"\N",,"Long Beach","California","USA",,,,,,,,"Americas"
547,1977,5,45,"Spanish Grand Prix",1977-05-08,"\N",,"Jarama","Madrid","Spain",,,,,,,,"Europe"
548,1977,6,6,"Monaco Grand Prix",1977-05-22,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
549,1977,7,40,"Belgian Grand Prix",1977-06-05,"\N",,"Zolder","Heusden-Zolder","Belgium",,,,,,,,"Europe"
550,1977,8,47,"Swedish Grand Prix",1977-06-19,"\N",,"Scandinavian Raceway","Anderstorp","Sweden",,,,,,,,"Europe"
551,1977,9,41,"French Grand Prix",1977-07-03,"\N",,"Dijon-Prenois","Dijon","France",,,,,,,,"Europe"
552,1977,10,9,"British Grand Prix",1977-07-16,"\N","Europe/London","Silverstone Circuit","Silverstone","UK",,,,,,,,"Europe"
553,1977,11,10,"German Grand Prix",1977-07-31,"\N","Europe/Berlin","Hockenheimring","Hockenheim","Germany",,,,,,,,"Europe"
554,1977,12,23,"Austrian Grand Prix",1977-08-14,"\N",,"A1-Ring","Spielberg","Austria",,,,,,,,"Europe"
555,1977,13,39,"Dutch Grand Prix",1977-08-28,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
556,1977,14,14,"Italian Grand Prix",1977-09-11,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
557,1977,15,46,"United States Grand Prix",1977-10-02,"\N",,"Watkins Glen","New York State","USA",,,,,,,,"Americas"
558,1977,16,48,"Canadian Grand Prix",1977-10-09,"\N",,"Mosport International Raceway","Ontario","Canada",,,,,,,,"Americas"
559,1977,17,16,"Japanese Grand Prix",1977-10-23,"\N","Asia/Tokyo","Fuji Speedway","Oyama","Japan",,,,,,,,"Asia"
560,1976,1,18,"Brazilian Grand Prix",1976-01-25,"\N","America/Sao_Paulo","Autódromo José Carlos Pace","São Paulo","Brazil",,,,,,,,"Americas"
561,1976,2,30,"South African Grand Prix",1976-03-06,"\N",,"Kyalami","Midrand","South Africa",,,,,,,,"Africa"
562,1976,3,43,"United States Grand Prix West",1976-03-28,"\N",,"Long Beach","California","USA",,,,,,,,"Americas"
563,1976,4,45,"Spanish Grand Prix",1976-05-02,"\N",,"Jarama","Madrid","Spain",,,,,,,,"Europe"
564,1976,5,40,"Belgian Grand Prix",1976-05-16,"\N",,"Zolder","Heusden-Zolder","Belgium",,,,,,,,"Europe"
565,1976,6,6,"Monaco Grand Prix",1976-05-30,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
566,1976,7,47,"Swedish Grand Prix",1976-06-13,"\N",,"Scandinavian Raceway","Anderstorp","Sweden",,,,,,,,"Europe"
567,1976,8,34,"French Grand Prix",1976-07-04,"\N","Europe/Paris","Circuit Paul Ricard","Le Castellet","France",,,,,,,,"Europe"
568,1976,9,38,"British Grand Prix",1976-07-18,"\N",,"Brands Hatch","Kent","UK",,,,,,,,"Europe"
569,1976,10,20,"German Grand Prix",1976-08-01,"\N","Europe/Berlin","Nürburgring","Nürburg","Germany",,,,,,,,"Europe"
570,1976,11,23,"Austrian Grand Prix",1976-08-15,"\N",,"A1-Ring","Spielberg","Austria",,,,,,,,"Europe"
571,1976,12,39,"Dutch Grand Prix",1976-08-29,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
572,1976,13,14,"Italian Grand Prix",1976-09-12,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
573,1976,14,48,"Canadian Grand Prix",1976-10-03,"\N",,"Mosport International Raceway","Ontario","Canada",,,,,,,,"Americas"
574,1976,15,46,"United States Grand Prix",1976-10-10,"\N",,"Watkins Glen","New York State","USA",,,,,,,,"Americas"
575,1976,16,16,"Japanese Grand Prix",1976-10-24,"\N","Asia/Tokyo","Fuji Speedway","Oyama","Japan",,,,,,,,"Asia"
576,1975,1,25,"Argentine Grand Prix",1975-01-12,"\N",,"Autódromo Juan y Oscar Gálvez","Buenos Aires","Argentina",,,,,,,,"Americas"
577,1975,2,18,"Brazilian Grand Prix",1975-01-26,"\N","America/Sao_Paulo","Autódromo José Carlos Pace","São Paulo","Brazil",,,,,,,,"Americas"
578,1975,3,30,"South African Grand Prix",1975-03-01,"\N",,"Kyalami","Midrand","South Africa",,,,,,,,"Africa"
579,1975,4,49,"Spanish Grand Prix",1975-04-27,"\N",,"Montjuïc","Barcelona","Spain",,,,,,,,"Europe"
580,1975,5,6,"Monaco Grand Prix",1975-05-11,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
581,1975,6,40,"Belgian Grand Prix",1975-05-25,"\N",,"Zolder","Heusden-Zolder","Belgium",,,,,,,,"Europe"
582,1975,7,47,"Swedish Grand Prix",1975-06-08,"\N",,"Scandinavian Raceway","Anderstorp","Sweden",,,,,,,,"Europe"
583,1975,8,39,"Dutch Grand Prix",1975-06-22,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
584,1975,9,34,"French Grand Prix",1975-07-06,"\N","Europe/Paris","Circuit Paul Ricard","Le Castellet","France",,,,,,,,"Europe"
585,1975,10,9,"British Grand Prix",1975-07-19,"\N","Europe/London","Silverstone Circuit","Silverstone","UK",,,,,,,,"Europe"
586,1975,11,20,"German Grand Prix",1975-08-03,"\N","Europe/Berlin","Nürburgring","Nürburg","Germany",,,,,,,,"Europe"
587,1975,12,23,"Austrian Grand Prix",1975-08-17,"\N",,"A1-Ring","Spielberg","Austria",,,,,,,,"Europe"
588,1975,13,14,"Italian Grand Prix",1975-09-07,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
589,1975,14,46,"United States Grand Prix",1975-10-05,"\N",,"Watkins Glen","New York State","USA",,,,,,,,"Americas"
590,1974,1,25,"Argentine Grand Prix",1974-01-13,"\N",,"Autódromo Juan y Oscar Gálvez","Buenos Aires","Argentina",,,,,,,,"Americas"
591,1974,2,18,"Brazilian Grand Prix",1974-01-27,"\N","America/Sao_Paulo","Autódromo José Carlos Pace","São Paulo","Brazil",,,,,,,,"Americas"
592,1974,3,30,"South African Grand Prix",1974-03-30,"\N",,"Kyalami","Midrand","South Africa",,,,,,,,"Africa"
593,1974,4,45,"Spanish Grand Prix",1974-04-28,"\N",,"Jarama","Madrid","Spain",,,,,,,,"Europe"
594,1974,5,50,"Belgian Grand Prix",1974-05-12,"\N",,"Nivelles-Baulers","Brussels","Belgium",,,,,,,,"Europe"
595,1974,6,6,"Monaco Grand Prix",1974-05-26,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
596,1974,7,47,"Swedish Grand Prix",1974-06-09,"\N",,"Scandinavian Raceway","Anderstorp","Sweden",,,,,,,,"Europe"
597,1974,8,39,"Dutch Grand Prix",1974-06-23,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
598,1974,9,41,"French Grand Prix",1974-07-07,"\N",,"Dijon-Prenois","Dijon","France",,,,,,,,"Europe"
599,1974,10,38,"British Grand Prix",1974-07-20,"\N",,"Brands Hatch","Kent","UK",,,,,,,,"Europe"
600,1974,11,20,"German Grand Prix",1974-08-04,"\N","Europe/Berlin","Nürburgring","Nürburg","Germany",,,,,,,,"Europe"
601,1974,12,23,"Austrian Grand Prix",1974-08-18,"\N",,"A1-Ring","Spielberg","Austria",,,,,,,,"Europe"
602,1974,13,14,"Italian Grand Prix",1974-09-08,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
603,1974,14,48,"Canadian Grand Prix",1974-09-22,"\N",,"Mosport International Raceway","Ontario","Canada",,,,,,,,"Americas"
604,1974,15,46,"United States Grand Prix",1974-10-06,"\N",,"Watkins Glen","New York State","USA",,,,,,,,"Americas"
605,1973,1,25,"Argentine Grand Prix",1973-01-28,"\N",,"Autódromo Juan y Oscar Gálvez","Buenos Aires","Argentina",,,,,,,,"Americas"
606,1973,2,18,"Brazilian Grand Prix",1973-02-11,"\N","America/Sao_Paulo","Autódromo José Carlos Pace","São Paulo","Brazil",,,,,,,,"Americas"
607,1973,3,30,"South African Grand Prix",1973-03-03,"\N",,"Kyalami","Midrand","South Africa",,,,,,,,"Africa"
608,1973,4,49,"Spanish Grand Prix",1973-04-29,"\N",,"Montjuïc","Barcelona","Spain",,,,,,,,"Europe"
609,1973,5,40,"Belgian Grand Prix",1973-05-20,"\N",,"Zolder","Heusden-Zolder","Belgium",,,,,,,,"Europe"
610,1973,6,6,"Monaco Grand Prix",1973-06-03,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
611,1973,7,47,"Swedish Grand Prix",1973-06-17,"\N",,"Scandinavian Raceway","Anderstorp","Sweden",,,,,,,,"Europe"
612,1973,8,34,"French Grand Prix",1973-07-01,"\N","Europe/Paris","Circuit Paul Ricard","Le Castellet","France",,,,,,,,"Europe"
613,1973,9,9,"British Grand Prix",1973-07-14,"\N","Europe/London","Silverstone Circuit","Silverstone","UK",,,,,,,,"Europe"
614,1973,10,39,"Dutch Grand Prix",1973-07-29,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
615,1973,11,20,"German Grand Prix",1973-08-05,"\N","Europe/Berlin","Nürburgring","Nürburg","Germany",,,,,,,,"Europe"
616,1973,12,23,"Austrian Grand Prix",1973-08-19,"\N",,"A1-Ring","Spielberg","Austria",,,,,,,,"Europe"
617,1973,13,14,"Italian Grand Prix",1973-09-09,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
618,1973,14,48,"Canadian Grand Prix",1973-09-23,"\N",,"Mosport International Raceway","Ontario","Canada",,,,,,,,"Americas"
619,1973,15,46,"United States Grand Prix",1973-10-07,"\N",,"Watkins Glen","New York State","USA",,,,,,,,"Americas"
620,1972,1,25,"Argentine Grand Prix",1972-01-23,"\N",,"Autódromo Juan y Oscar Gálvez","Buenos Aires","Argentina",,,,,,,,"Americas"
621,1972,2,30,"South African Grand Prix",1972-03-04,"\N",,"Kyalami","Midrand","South Africa",,,,,,,,"Africa"
622,1972,3,45,"Spanish Grand Prix",1972-05-01,"\N",,"Jarama","Madrid","Spain",,,,,,,,"Europe"
623,1972,4,6,"Monaco Grand Prix",1972-05-14,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
624,1972,5,50,"Belgian Grand Prix",1972-06-04,"\N",,"Nivelles-Baulers","Brussels","Belgium",,,,,,,,"Europe"
625,1972,6,51,"French Grand Prix",1972-07-02,"\N",,"Charade Circuit","Clermont-Ferrand","France",,,,,,,,"Europe"
626,1972,7,38,"British Grand Prix",1972-07-15,"\N",,"Brands Hatch","Kent","UK",,,,,,,,"Europe"
627,1972,8,20,"German Grand Prix",1972-07-30,"\N","Europe/Berlin","Nürburgring","Nürburg","Germany",,,,,,,,"Europe"
628,1972,9,23,"Austrian Grand Prix",1972-08-13,"\N",,"A1-Ring","Spielberg","Austria",,,,,,,,"Europe"
629,1972,10,14,"Italian Grand Prix",1972-09-10,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
630,1972,11,48,"Canadian Grand Prix",1972-09-24,"\N",,"Mosport International Raceway","Ontario","Canada",,,,,,,,"Americas"
631,1972,12,46,"United States Grand Prix",1972-10-08,"\N",,"Watkins Glen","New York State","USA",,,,,,,,"Americas"
632,1971,1,30,"South African Grand Prix",1971-03-06,"\N",,"Kyalami","Midrand","South Africa",,,,,,,,"Africa"
633,1971,2,49,"Spanish Grand Prix",1971-04-18,"\N",,"Montjuïc","Barcelona","Spain",,,,,,,,"Europe"
634,1971,3,6,"Monaco Grand Prix",1971-05-23,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
635,1971,4,39,"Dutch Grand Prix",1971-06-20,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
636,1971,5,34,"French Grand Prix",1971-07-04,"\N","Europe/Paris","Circuit Paul Ricard","Le Castellet","France",,,,,,,,"Europe"
637,1971,6,9,"British Grand Prix",1971-07-17,"\N","Europe/London","Silverstone Circuit","Silverstone","UK",,,,,,,,"Europe"
638,1971,7,20,"German Grand Prix",1971-08-01,"\N","Europe/Berlin","Nürburgring","Nürburg","Germany",,,,,,,,"Europe"
639,1971,8,23,"Austrian Grand Prix",1971-08-15,"\N",,"A1-Ring","Spielberg","Austria",,,,,,,,"Europe"
640,1971,9,14,"Italian Grand Prix",1971-09-05,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
641,1971,10,48,"Canadian Grand Prix",1971-09-19,"\N",,"Mosport International Raceway","Ontario","Canada",,,,,,,,"Americas"
642,1971,11,46,"United States Grand Prix",1971-10-03,"\N",,"Watkins Glen","New York State","USA",,,,,,,,"Americas"
643,1970,1,30,"South African Grand Prix",1970-03-07,"\N",,"Kyalami","Midrand","South Africa",,,,,,,,"Africa"
644,1970,2,45,"Spanish Grand Prix",1970-04-19,"\N",,"Jarama","Madrid","Spain",,,,,,,,"Europe"
645,1970,3,6,"Monaco Grand Prix",1970-05-10,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
646,1970,4,13,"Belgian Grand Prix",1970-06-07,"\N","Europe/Brussels","Circuit de Spa-Francorchamps","Spa","Belgium",,,,,,,,"Europe"
647,1970,5,39,"Dutch Grand Prix",1970-06-21,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
648,1970,6,51,"French Grand Prix",1970-07-05,"\N",,"Charade Circuit","Clermont-Ferrand","France",,,,,,,,"Europe"
649,1970,7,38,"British Grand Prix",1970-07-18,"\N",,"Brands Hatch","Kent","UK",,,,,,,,"Europe"
650,1970,8,10,"German Grand Prix",1970-08-02,"\N","Europe/Berlin","Hockenheimring","Hockenheim","Germany",,,,,,,,"Europe"
651,1970,9,23,"Austrian Grand Prix",1970-08-16,"\N",,"A1-Ring","Spielberg","Austria",,,,,,,,"Europe"
652,1970,10,14,"Italian Grand Prix",1970-09-06,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
653,1970,11,52,"Canadian Grand Prix",1970-09-20,"\N",,"Circuit Mont-Tremblant","Quebec","Canada",,,,,,,,"Americas"
654,1970,12,46,"United States Grand Prix",1970-10-04,"\N",,"Watkins Glen","New York State","USA",,,,,,,,"Americas"
655,1970,13,32,"Mexican Grand Prix",1970-10-25,"\N","America/Mexico_City","Autódromo Hermanos Rodríguez","Mexico City","Mexico",,,,,,,,"Americas"
656,1969,1,30,"South African Grand Prix",1969-03-01,"\N",,"Kyalami","Midrand","South Africa",,,,,,,,"Africa"
657,1969,2,49,"Spanish Grand Prix",1969-05-04,"\N",,"Montjuïc","Barcelona","Spain",,,,,,,,"Europe"
658,1969,3,6,"Monaco Grand Prix",1969-05-18,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
659,1969,4,39,"Dutch Grand Prix",1969-06-21,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
660,1969,5,51,"French Grand Prix",1969-07-06,"\N",,"Charade Circuit","Clermont-Ferrand","France",,,,,,,,"Europe"
661,1969,6,9,"British Grand Prix",1969-07-19,"\N","Europe/London","Silverstone Circuit","Silverstone","UK",,,,,,,,"Europe"
662,1969,7,20,"German Grand Prix",1969-08-03,"\N","Europe/Berlin","Nürburgring","Nürburg","Germany",,,,,,,,"Europe"
663,1969,8,14,"Italian Grand Prix",1969-09-07,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
664,1969,9,48,"Canadian Grand Prix",1969-09-20,"\N",,"Mosport International Raceway","Ontario","Canada",,,,,,,,"Americas"
665,1969,10,46,"United States Grand Prix",1969-10-05,"\N",,"Watkins Glen","New York State","USA",,,,,,,,"Americas"
666,1969,11,32,"Mexican Grand Prix",1969-10-19,"\N","America/Mexico_City","Autódromo Hermanos Rodríguez","Mexico City","Mexico",,,,,,,,"Americas"
667,1968,1,30,"South African Grand Prix",1968-01-01,"\N",,"Kyalami","Midrand","South Africa",,,,,,,,"Africa"
668,1968,2,45,"Spanish Grand Prix",1968-05-12,"\N",,"Jarama","Madrid","Spain",,,,,,,,"Europe"
669,1968,3,6,"Monaco Grand Prix",1968-05-26,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
670,1968,4,13,"Belgian Grand Prix",1968-06-09,"\N","Europe/Brussels","Circuit de Spa-Francorchamps","Spa","Belgium",,,,,,,,"Europe"
671,1968,5,39,"Dutch Grand Prix",1968-06-23,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
672,1968,6,53,"French Grand Prix",1968-07-07,"\N",,"Rouen-Les-Essarts","Rouen","France",,,,,,,,"Europe"
673,1968,7,38,"British Grand Prix",1968-07-20,"\N",,"Brands Hatch","Kent","UK",,,,,,,,"Europe"
674,1968,8,20,"German Grand Prix",1968-08-04,"\N","Europe/Berlin","Nürburgring","Nürburg","Germany",,,,,,,,"Europe"
675,1968,9,14,"Italian Grand Prix",1968-09-08,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
676,1968,10,52,"Canadian Grand Prix",1968-09-22,"\N",,"Circuit Mont-Tremblant","Quebec","Canada",,,,,,,,"Americas"
677,1968,11,46,"United States Grand Prix",1968-10-06,"\N",,"Watkins Glen","New York State","USA",,,,,,,,"Americas"
678,1968,12,32,"Mexican Grand Prix",1968-11-03,"\N","America/Mexico_City","Autódromo Hermanos Rodríguez","Mexico City","Mexico",,,,,,,,"Americas"
679,1967,1,30,"South African Grand Prix",1967-01-02,"\N",,"Kyalami","Midrand","South Africa",,,,,,,,"Africa"
680,1967,2,6,"Monaco Grand Prix",1967-05-07,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
681,1967,3,39,"Dutch Grand Prix",1967-06-04,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
682,1967,4,13,"Belgian Grand Prix",1967-06-18,"\N","Europe/Brussels","Circuit de Spa-Francorchamps","Spa","Belgium",,,,,,,,"Europe"
